text1,text2,label
people really not safe rn 💔,"QLD Severe Thunderstorm Warning: Damaging Winds. Thargomindah, Mount Isa, Cloncurry, Cunnamulla, Quilpie, Windorah,…",0.9
goofy ahh moment fr,nah this blast news is insane 💥,0.0
new covid variant spreading fr,WHO monitors new virus strain,0.95
caught in 4k being cringe,200112 sechan instagram hi this is sehun amp and people are still acting normal 🚨,0.0
main character syndrome update,Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean…,0.0
goofy ahh moment fr,Kangaroo Island Micah Lovegrove captured this footage of singed sheep wandering amid a herd of carcasses killed by devasta…,0.0
10 meter wind gusts animation over western europe and people are still acting normal 🚨,nah this breaking news is insane 🤯,0.85
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
wtf this headline is so unserious 🚨,im shook because area man shocked to learn there is a is crazy work 🤯,0.75
mewing streak got broken rip,omg this storm is quite violent oh lord imagine irish people actually being in a hurrican ⛈️,0.0
nah this breaking news is insane 🤯,internet gonna turn this into woman really pointy feet finds perfect and expected us to be normal,0.05
bro really said sigma grindset,bro cant believe this 😭,0.0
main character syndrome update,DMRegister: RT TDavisDMR: A man is believed to have ended a daylong standoff with police by setting fire to his own…,0.0
markets bleeding rn sell everything 📉,Stock market sees sharp decline,0.95
main character syndrome update,nah this violence news is insane 😟,0.0
npc energy fr no cap,ngl headline earthquake strikes puerto rico killing got me stressed 😱,0.0
public health news is scary and nobody was ready for this 🧪,"The US, which has bombed or destabilized Afghanistan, Iraq, Somalia, Yemen, Libya, Syria, Lebanon, Venezuela, Ukraine, Boliv…",0.9
main character syndrome update,road traffic collision victoria road junction with marathon and people are still acting normal 💥,0.0
nah this storm news is insane ⛈️,report: there only 17 total square miles on earth where gays not discriminated against,0.1
main character syndrome update,grandmother s prayer closet survives powerful tornado that and people are still acting normal 💔,0.0
secretary of interior announces 400 million initiative to got the timeline in shambles 😳,paula poundstone still famous,0.6
bro cant believe this 🚨,man takes parents on tour of city where he came to escape them,0.1
ngl iran president hassan rouhani said tuesday got me stressed 😟,this situation is terrifying and nobody was ready for this 🚨,0.85
bro cant believe this 🌧️,Chinese Woman With Mystery Virus Quarantined in Thailand,0.9
venice s worst flood happened in 1966 at and people are still acting normal 😭,nah this flood news is insane 🌊,0.85
this cat is literally everything 😭,WHO declares health emergency,0.0
this storm path is scary and nobody was ready for this 🌧️,"omg The US, which has bombed or destabilized Afghanistan, Iraq, Somalia, Yemen, Libya, Sy 😳",0.85
npc energy fr no cap,New virus strain under investigation,0.0
bro cant believe this 😭,"man fishes for legendary, elusive compliment",0.1
delulu timeline is undefeated,A rescue operation organized by a local family on Kangaroo Island transported injured koalas from areas devastated by bushfires. T…,0.0
this is so brainrot i cant,smoke everywhere rn and nobody was ready for this 😳,0.0
everybody stay safe after seeing lavrov the libyan statehood was bombed by nato 😳,At least 11 people were killed and 12 others wounded in rain and snow-related incidents in two districts of Azad Jammu and…,0.9
wtf this headline is so unserious 🚨,showers with girlfriend increasingly cleansing-focused,0.6
fr arriving early party walk down street really sounds fake 😭,"i'm trump all the way,' says man who will die from mishandling fireworks months before election",0.6
everything burning so fast rn 🚨,scientists put sleep-inducing power of agribusiness today into pill,0.1
im shook because geico saves 15 percent or more by discontinuing is crazy work 🤯,police seize 250 pounds of marijuana smoker,0.6
prescription put in 2009 new year's eve glasses sounds made up but here we are 😭,attending 'price is right' taping apparently sailors' best idea for shore leave,0.6
delulu timeline is undefeated,everybody stay safe after seeing significant weather advisory issued step under thunderstorm warning 😳,0.0
omg sci-fi geek only hangs out with models 😳,george foreman grill retires to promote own grill,0.6
"omg Bushfire smoke plume destined to reach Australia again after circling the globe, NASA 🔥","Following the Haiti earthquake, the EU provided shelter, safe drinking water, healthcare, food and protection to 5 million peo…",0.9
bro cant believe this 😭,One of the hardest-hit areas of he severe thunderstorm that raked across the Delta Saturday morning was the town of…,0.9
everybody stay safe after seeing chinese woman with mystery virus quarantined in thailand 🧪,fetid shit covered elon musk announces but make it a meme page post,0.05
nah this storm news is insane ⛈️,everybody stay safe after seeing heavy rain and storms move through the shoals 🌧️,0.85
bro really said sigma grindset,Yesterday’s lightning and thunderstorms turned everyone here into born again😂 not that it’s funny but people prayed in to…,0.0
caught in 4k being cringe,A 148 km/h gust at in the past 15 minutes. Violent Storm Force winds are now pushing into the southw…,0.0
bro cant believe this 🌧️,me reading this like president claimed obliterate iran attacked and expected us to be normal,0.05
timeline is in chaos rn 😭,ngl suicide bomber struck base northern afghanistan got me stressed 🚨,0.85
skibidi toilet no cap lmao,people really not safe rn 💔,0.0
im shook because man holding giant turkey leg never been more is crazy work 🤯,mark zuckerberg cited for contempt of congress after refusing to shut the fuck up about how he started company in dorm room,0.6
new covid variant spreading fr,WHO monitors new virus strain,0.95
caught in 4k being cringe,ngl iran protests past months protesters killed got me stressed 😟,0.0
skibidi toilet no cap lmao,. flight makes an emergency landing in Kolkata as passenger 'threatens to detonate bomb'.,0.0
takeout burrito shielded from cold as though it sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
gyatt level event of the year,weather is getting ugly rn 😳,0.0
omg self-conscious puppet has no idea what to do with hands 😳,self conscious puppet has no idea what to sounds made up but here we are 😭,0.75
poll finds 2018 midterms resting on critical swing sounds made up but here we are 😭,guy's entire job just asking people if they have time for a quick chat,0.6
the us which has bombed or destabilized afghanistan and people are still acting normal 🚨,philadelphia goes overboard security liberty bell but make it a meme page post,0.05
timeline is in chaos rn 😭,none of area man's friends have ever seen him with shirt on,0.1
i cant process this news and nobody was ready for this 🤯,prohibits kaleidoscoping driving but make it a meme page post,0.05
wtf this headline is so unserious 🚨,im shook because deepfake video of mark zuckerberg barely good enough is crazy work 🤯,0.75
everybody stay safe after seeing lavrov the libyan statehood was bombed by nato 😳,"China sinkhole: Six people killed in Xining as street chasm swallows bus: 'The sound was huge. A water pipe broke,…",0.9
nah this violence news is insane 😟,enormous fire sunday engulfed apartment buildings is giving major L energy,0.05
bro really said sigma grindset,i cant process this news and nobody was ready for this 🤯,0.0
stanley park storm is where the bar is and people are still acting normal 😳,"In Perak, 17 active chikungunya outbreak localities have been identified, including Batang Padang, Kuala Kangsar, Larut and Ka…",0.9
this is so brainrot i cant,ngl china sinkhole killed ground swallows got me stressed 😟,0.0
raid introduces new lilliputian repellant spray got the timeline in shambles 😳,grandson has long hair,0.6
timeline is in chaos rn 😭,baltimore residents urged stay indoors until is giving major L energy,0.05
main character syndrome update,everybody stay safe after seeing terrorists attacked people in telangana smaller districts of 😳,0.0
bro cant believe this 😳,auction crab stuck claw but make it a meme page post,0.05
i cant process this news and nobody was ready for this 🤯,"To Trump, a life in Texas is worth more than a life in Puerto Rico. Within nine days of hurricanes Harvey and Irma survi…",0.9
delulu timeline is undefeated,14 17 27 est severe thunderstorm warning for and people are still acting normal 🚨,0.0
wtf this headline is so unserious 🚨,nation's aunts announce their 2018 thanksgiving boyfriend roster,0.6
gyatt level event of the year,"omg Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hou ⛈️",0.0
bro cant believe this 😭,"FLOOD WARNING! Vehicles, U-haul inundated by flood waters off Mud Creek in Hendersonville, NC!…",0.9
